pit_tag,date,visist.per.id,nest.id,sex,band.number,habitat,Number.of.SOSP.nestlings,SOSP.Age,Number.of.BHCO.Nestlings,year,Cuckolding.identified.by.any.method.95.,cuck.95,Cuckolding.identified.by.any.method.80.,X..of.epp.offspring.in.nest,X..of.offspring.sampled.that.are.epp
0620000A6B,0018-06-12T04:56:02Z,2.141933895,06crl18,male,271176096,urban,3,9,1,2018,0,no,0,0,0
0620000A6B,0018-06-07T04:56:02Z,2.40932498,06crl18,male,271176096,urban,3,4,1,2018,0,no,0,0,0
0620000A6B,0018-06-11T04:56:02Z,2.743687954,06crl18,male,271176096,urban,3,8,1,2018,0,no,0,0,0
0620000A6B,0018-06-08T04:56:02Z,2.930315664,06crl18,male,271176096,urban,3,5,1,2018,0,no,0,0,0
0620000A6B,0018-06-06T04:56:02Z,3.434743474,06crl18,male,271176096,urban,3,3,1,2018,0,no,0,0,0
0620000A6B,0018-06-10T04:56:02Z,3.585722306,06crl18,male,271176096,urban,3,7,1,2018,0,no,0,0,0
0620000A6B,0018-06-04T04:56:02Z,3.641092328,06crl18,male,271176096,urban,4,1,1,2018,0,no,0,0,0
0620000A6B,0018-06-05T04:56:02Z,4.023869188,06crl18,male,271176096,urban,4,2,1,2018,0,no,0,0,0
0620000A6B,0018-06-09T04:56:02Z,4.10527459,06crl18,male,271176096,urban,3,6,1,2018,0,no,0,0,0
0620000A78,0018-06-06T04:56:02Z,4.959104606,06vnb18,male,277149491,urban,3,8,0,2018,0,no,0,0,0
0620000A78,0018-06-01T04:56:02Z,5.377088925,06vnb18,male,277149491,urban,4,3,0,2018,0,no,0,0,0
0620000A78,0018-06-02T04:56:02Z,5.443481468,06vnb18,male,277149491,urban,4,4,0,2018,0,no,0,0,0
0620000A7A,0018-06-02T04:56:02Z,6.442917431,06vnb18,female,277149494,urban,4,4,0,2018,0,no,0,0,0
0620000A78,0018-06-04T04:56:02Z,6.544132498,06vnb18,male,277149491,urban,4,6,0,2018,0,no,0,0,0
0620000A7A,0018-06-06T04:56:02Z,6.740971913,06vnb18,female,277149494,urban,3,8,0,2018,0,no,0,0,0
0620000A78,0018-06-03T04:56:02Z,6.768152448,06vnb18,male,277149491,urban,4,5,0,2018,0,no,0,0,0
0620000A7A,0018-06-05T04:56:02Z,6.815242451,06vnb18,female,277149494,urban,4,7,0,2018,0,no,0,0,0
0620000A78,0018-06-05T04:56:02Z,6.900706501,06vnb18,male,277149491,urban,4,7,0,2018,0,no,0,0,0
0620000A7A,0018-06-04T04:56:02Z,7.286070969,06vnb18,female,277149494,urban,4,6,0,2018,0,no,0,0,0
